	Aten	etx-000	w-ɔ̀	çiçe ŋwɔ̀	yìsɛ		dàt		wɔ̀p							
	Atikamekw	atj-000	CiCCan													
	Atkan	ale-001	chax̂	chaangiqlux̂	sagimaĝix̂		katal	chamĝul	quyx̂il	ulaĝil	achxul				nangaa	
	Atoni	aoz-000	nima-												kafaʔ	
	Au	avt-000	yis					ekɨr							au	
	Auchi	ets-000	bo													
	Aulu Saʼa	apb-001	ki7i													
	Aulua	aul-000	bari													
	Auran Kulon-pazeh	uun-002	rima													
	Australian English	eng-009													no	
	Autu	kmn-000	yiyle					iywa	owka							
	Ava Canoeiro	avv-000	po													
	Avaso Babatana	baa-001	kErisi													
	Avatime	avn-000	alala					plo								
	Avava	tmb-000	varan												itik	
	Avbianwu	ets-001	bo													
	Avikam	avi-000	Ebon lowlE					kpro	wrɔ wrɔ́				ɟwàmí			
	Awa	awb-000	ayanobeh													
	Awa-ben	jpn-122					irou									
	Awabakal	awk-000	maty~ar													
	Awak	awo-000						fuɗɔ́								
	Awar	aya-000	paraʔ													
	Awar macʼ	ava-021	kw~Er													
	Awara	awx-000	k3tak													
	Awbono	awh-000		dɛβu-nu				oˠ tɛmoɣu								
	Awera	awr-000	obu													
	Aweti	awe-000	po													
	Awi	ael-002	ɛ́bɔ́					sōō								
	Awiyaana	auy-000	ayaːmba	ayaːnaumba	oiʔa		taetora	pera	untamba						aʔau	
	Awji	auw-000	kenie													
	Awjilah	auj-000	afus													
	Awutu	afu-000	èbábí													
	Axamb	ahb-000	bere													
	Axamb—Avok	ahb-001	bie													
	Axamb—Maxbaxo	ahb-002	be													
	Ayapathu	ayd-000		puntha	walu				nhunku							
	Ayautla de San Bartolome	vmy-000	nch~a													
	Ayere	aye-000	owo													
	Aymara	aym-000	ampara	mujlli	ajanu		lʸamkʰtˀa-ɲa	xari-ɲa	uxu	uta	lakiɲa		masi	uta	xaniwa	ḳʰipaḳta-ɲa
	Ayoreo	ayo-000	m̥aʼnaay	ukaʼdo	eʼdo-dieʔ		iʼsaaʔ	uʼruu	oo yuraʼheeʔ		iʼbero-gaay		hõʼra	hogaʼsui	ke	ʼakareʔ
	Ayu	ayu-000	ibok		ajo		tálak	kùsh	kɔ̀rɔ̀sh							
	Ayutla Mixe	mxp-001	k373													
	Azera	adz-000	baNin													
	Ağul ҫ̇al	agx-000	ʁil													
	Aʼtong	aot-000	čak													
	Baadi	bcj-000	nimaḷ	nilaŋgol	wao		ma-idiŋan	ma-monden	geriŋj	bōṛ					ara	mal
	Baba	bbw-000	pɔ	ŋaɾpɔ			mma[kwɛ]ɾə	mma[suʔu	mma[kjiʔi				swi	m[ɡbaɾ	m[bɛ	mma[tʃɔɣɔ
	Babanki	bbk-000	kw~aN		ə̀kə̀ʔ		kòmə́	ʃy̌	kɛ́sə́				ndɔ́ŋ			
	Babatana	baa-000	körisía												kareo	
	Babessi	bse-000	ɣə́kə̄		sə̂		kô	ʃû	tʃyə̂				tiěvē			
	Babong	bqz-001	ka													
	Babungo	bav-000	xo		èkʉə̂ʔ		kʰɔ̌ŋ	sɔ̌	kʰísɨ́				ẁumbâ			
	Baburiwa	ert-000	akai						hatu							
	Bacama	bcy-000			humwɔ-to		pʊ̀n	hən sʊhwa tʊ̀fa	hàw-ɛy				ndɛy ìg-ɩy			
	Badaga	bfq-000	kai													
	Bade	bde-000	ami		púksán		ùgɮân	ə̀psân	kúvàn				mângân			
	Badimaya	bia-000	mara							waku			babinyu		widi	
	Badyara	pbp-000	kóːbelɛ páːmenɛ	kódyoːdyɔr	tóːsa				-bilɛ							
	Baetora	btr-000	lima													
	Baetora Narovorovo	btr-001	l3ma													
	Baetora Nasawa	btr-002	lima													
	Baetora Navenevene	btr-003	lima													
	Baetora Tam	btr-004	lima													
	Bafanji	bfj-000	pwo	lɨʉʼ pwo	zei		mwo	soo	kweɨ				soŋ		nga	goŋ
	Baffa Pashto	pbu-001	leC3													
	Bafmeng	bfm-000	koiN		āʃȳ		kòm	āʃû	kɥə̄sê				sɔǐŋ			
	Bafo	bwt-001	ɛ̀kɛ́	m̀bə̀ŋmúkɛ́				wǔ					ǹsún	lìtúmbá		
	Bafoussam	bbj-001	puʜ		səʜ								ʃeʜn			
	Bafut	bfd-000	bo													
	Baga Binari	bcg-000	t-aːkóbero	kó-dur	ŋ				šɔ́r							
	Baga Koga	bgo-000	kə-tsa													
	Baga Manduri	bmd-000	kə-ča													
	Baga Sitemu	bsp-000	kə-tsa													
	Bagirmi	bmi-000	ɟi	mʷot-kɪl	kaɗ-kam			nɟʊgʷo	kɛsɛ̀							
	Bagupi	bpi-000		usʌ- amug	ura-			di yau-	doro-						pi	
	Bagvalin	kva-000	lEla													
	Baham	bbj-002	puɱt		səʜ											
	Baham	bdw-000	kamen	kuman-tuŋgon	kimi											
	Bahasa Manado	xmm-000	tangang													
	Bahasa Melayu Pontianak	zlm-013	tangan													
	Bahinemo	bjh-000	həlbʌduɸa	hʌl bakʰʌsiya											mbaya	
	Bahing	bhj-000	gublem													
	Bahnar	bdq-000	ti					ʼnhao								
	Bahouan	bbj-003	puɱt		səʜ								soɱt			
	Bahtssal	peb-000	biːy̥ˈa													
	Bahuana	xir-000	ka3da													
	Bai	bdj-000	bi		tì ló			sòkò	ko kele							
	Bai	bfs-000	sɯ₃₃													
	Bai	bfc-000	ʂi₃₃													
	Baibai	bbf-000	degi	gumʌmgiʌ					neriʌʔ						mamuwʌ	
	Baikenu	bkx-000	nimaf													
	Baimak	bmx-000		aːmuk	urar-			lɛ la-	etare-						pi	
	Bainouk	nic-002	gúmɛ̀n	búyuːk					gukóːšik							
	Bainouk-Gunyaamolo	bcz-000	gʊmɛɲɲɔ													
	Bajaur Pashto	pbu-002	las													
	Bajo	bdl-000	tangan												ngai	
	Baka	bdh-000	ji													
	Baka	bkc-000	kpa	mu-bɛ-	là-bo		na weè	na ǯekè	na kɔtù bà							
	Bakairi	bkq-000	emar3													
	Bakaka	bqz-000	ka7a													
	Baki	bki-000	Cuma													
	Bakoko	bkh-000	w[ɔ	li[ɓɔŋ	a[su		li[ɓoː]le	li[so	li[kɔh]ɔː				e[jilan	li[al	kɛm	li[tɔː
	Bakwé	bjw-000	klʋgba		ˈklʋɩ		pa ‒gba	kpëtä	ko				‒bei	‒gböli	ˈwoo	ˈlɩwlɛ
	Balaesan	bls-000	pale													
	Balafi	fmp-002	puʜəʜ		siʜ								suʜ			
	Balangaw	blw-000	ʼlimʌ												bɨʼqɨn	
	Balant	ble-000	Tef													
	Balanta	ble-001	dáfta	gesúːŋgulu	fčím				wúːha							
	Bale	koe-000	àyí													
	Baleng	fmp-006	puʜ		səʜ								səʜn			
	Balengou	byv-001			sɨʜ								suɱuɱ			
	Balep	nbb-001	ɔ̀=bɔ́													
	Bali	mhk-000	boʜ		miʔʜ								ʃuʜn			
	Balimba	mgd-003	dri													
	Balondo	bqz-002	ka7a													
	Balong	bwt-000	kE													
	Bambassi	myf-000	kusE													
	Bambui	baw-000	abugu													
	Bamendjou	jgo-001	poʜ		ʃoʜ								sʉʜ			
	Bamenyam	bce-000	pwa					so								
	Bamu Kiwai	bcf-000	tu7u													
	Bamukumbit	bqt-000	ɑ[bʷɑ	nɡu ɣɜː̃ bʷɑ			kɔm	ʃoʔ	kʷɛʔ				ʃɔ̃	bə[lĩ	ŋ[ɡɑ	tɨʔ
	Ban Ogoi	bvj-000	kaba													
	Banana	cdc-003													kabóio	
	Banawá	jaa-001	yehe													
	Banda	lnl-000	Can3													
	Banda	bad-000						yutù	kú čuko	zuzu					druku̪	
	Banda-Bambari	liy-000	t3na		eči			gitù	tikɔ̀							
	Banda-Ndélé	bfl-000			číči			yùtù	čìkò							
	Banda-Yangere	yaj-000			čiči			yutu								
	Bandi	bza-000	ŋgeya					-guya								
	Bandjalang	bdy-000	mala													
	Bandjigali	drl-005	mara	gubu	miri		guḍa-	ŋuʎa-	gungu-				d̪aṇi		aŋgi	
	Bandjoun	bbj-004	puɱt		səʜ								soɱt			
	Bandugara Mundari	unr-003	tiː	uˈka	mũãˈɳa								soŋˈge	oɽaʔ ˈduwər		
	Baneka	bqz-003	ka													
	Bangala	bxg-000	maɓɔ́kɔ					kusukula								
	Bangam	fmp-003	poʜɣoʜ		səʜ											
	Bangandu	bgf-000	kɔ́		lí			patiki								
	Bangeri Me	dba-000	niŋkuri	niŋkubumɛ	tegoro		daga	tura					mpa		ɲaːŋu	barama
	Banggarla	bjb-000	maɹa	kurnunnu	maŋu		piɹ̣iɲiti	padlata	kolutu	budnata			kuɲalla		madla	ikkantutu
	Bangi	bni-000	likãnza	likokiinyãka	elongi	mosika	mama	pônga	lokõtu		sãngëla		moninga	etöngã	te	sukëla
	Bangla	ben-001	hat													
	Bangwa	nge-001	puɱ		sʌʜ								suɱuɱ			
	Baniata	tqu-000	ɔbi					ria							au	
	Baniva	bvv-000	kapi													
	Baniwa	bwi-000	kapi													
	Banjar	bjn-000	tangan	siku											kada	
	Banjar Sari Enggano	eno-001	Ea7													
	Banjari	lmn-000	hat													
	Banka	bxw-000	Sira													
	Banna	tai-008	mɨ.2													
	Bannu Pashto	pst-001	los													
	Bantaeng	kjc-001	lima													
	Bantakpa	myg-003	ébʰwɔ́					nísù								
	Bantik	bnq-000	lima												taya	
	Banton	bno-000	damut													
	Bantu	myg-002	èbʷɔ́́́́́					nísù								
	Banua	ntu-001	mu													
	Baoding	lic-008	khi:n.1													
	Baonuo	bwx-003	pey₄													
	Bar Pashto	pbu-003	las													
	Barai	bbb-000	ira7u												baki	
	Baraka	mea-000	ɛ̀bɔúɔ̄					nísù								
	Baralakakan	mxx-001	boka													
	Barasano	bao-000	a*mo*													
	Barbania	pms-004	man													
	Barbareño	boi-000	pu										anteg		amo	
	Bargam	mlp-000	huain	-beil	-mabɛl			hus-	luʼuw-						haigam	
	Bari	bfa-000	konin													
	Bariai	bch-000	ibage		imata		sibo	rumo	tora		iana		sil		mao	dio
	Bariji	bjc-000	wana-gaga	ugubɔ					arɛbɔurahu						mɛ	
	Barim	bbv-000	bɑgen												tɑsi	
	Barok	bjk-000	himine												kaim	
	Baroo Bauro	bxa-001	rima													
	Baru	brv-000	ty													
	Baruga	bjz-000	ino		dibi											
	Barupu	wra-001	anu													
	Baré	bae-000	kh~abi													
	Barí	mot-000	akdu	obāā	lokbā			dukan	irohbāh					sadooyī		
	Bas Kenyang	ken-001	amo													
	Basa	bsq-000			dyúa											
	Basa Samawaʼ	smw-000	ima													
	Basan	ijc-004	bira													
	Basari	bud-000	n-ŋal													
	Bashar	bsx-000	bw~ok													
	Basketo	bst-000	kʊš													
	Basurudo	sja-002	hua ha*													
	Batad Ifugao	ifb-000	ngamay						okók							
	Batagram Pashto	pbu-004	leC3													
	Batak Dairi	btd-000			awe								imbaŋ			
	Batie	bbj-000	bu		sɛʜ								soʜ			
	Batsil Kʼop	tzh-000	k"ab													
	Batsꞌi kꞌop	tzo-000	kʼabal	shukʼomil	satil		pik	chukʼ	7obah	na	komonta		`amiko	chop	mu7yuk	
	Batu Anwe	btu-002	bw~o													
	Batu Atas	cia-002	lima													
	Bau	bbd-000	eben	shuʔur	ora-			wa ro-	ɛtarɛ-						ʔpɛ	
	Baure	brg-000	ni-ʼwohi-s	nitoʼtaki				-ʼsipa					niʼtoṛ̌i		ʼonkaw	
	Bauro	bxa-000	rima													
	Bauwaki	bwk-000	eni-papa		iro											
	Bauzi	bvz-000	au													
	Bawean	mad-001	tanang	cengkol				massoe	abato’	bengko				tokhəlan	əndəʼ	
	Bayali	bjy-000	biɹ̣u	gulgul	wuru		man-								mama	
	Bayangam	bbj-005	puɱt		səʜ								soɱt			
	Bayono	byl-000		nu				sume	koromu				nego		mosɛrɛ	
	Bayso	bsw-000	gɛne													
	Bayungu	bxj-000	jugayi	ngurnku	nguu		mara~	wilywilyi~	ngunthungarri~	garrbu			jaligurdi		gurda	nyina~
	Bazou	nnz-002	puɱ		sɨʜ								suɱuɱ			
	Be	onb-000	pa31 mi31					pia35								
	Beba	bfp-000	nә̀kwé					sɔ́ɣ								
	Bebe	bzv-000	bw~en3													
	Begunbari Mundari	unr-004	ti.i	uka	mɛt muhar			abuŋ					ɡati			
	Beja	bej-000	ay	gundaːf	fir		teh	s-iham	šeʔiš							
	Bekwarra	bkv-000	abo													
	Belait	beg-000	ŋan												ndɛh	
	Belalau Lampung Api	ljp-001	Tulu7													
	Bench	bcq-000	kʊč													
	Bencho	bcq-002	kuC													
	Bendeghe	etu-001	bo													
	Bene Bomitaba	zmx-000	za5a													
	Beng	nhb-000	wɔ		yoːn			zorɔ	drɔn kyẽ							
	Beni	djm-003	nǎ:	nàː tútɔ̂w	jìrè nûm	wǎ:w	táwá	mɔ̀ɣɔ́	kógúsò kógúsó	úrò	kéríyé	pòròbá	jídò	kóróːjù	ǎy	bě
	Beothuk	bue-000	memet													
	Bepour	bie-000	humun	maha	imɔrʌ			-yahiw-	hamɛr fuʔp-						mɛrɛβ	
	Berbice	brc-000	%bara													
	Berik	bkl-000	taffabor													
	Berinomo-Bitara-Bayamo	bit-000	serɪʔ	gubəli											bəeyey	
	Berinomo-Bitara-Kakiru	bit-001	siruwa	šɛrkuble	ɛrem											
	Berom	bom-000	vɔ̀				rá	kurus								
	Berta	wti-000	θàbá	kʼoŋkʼólòŋ												
	Besemah	pse-001	taNan													
	Betawi	bew-000	tangan													
	Betta Kurumba	xub-000	kiy3													
	Biafada	bif-000	fógantáː hugwáːmiːna	bú-čɛːluːlo	luɣu				róhobilíː-							
	Biak	bhw-000	bra												ba	
	Biami	beo-000		-kumu												
	Bian Marind	bpv-000	seŋga	muk	nenàh				tebekin							
	Biao	byk-000	hü.2													
	Biaomin	bje-000	pau	phlə⁵³ chɔ⁷	m̥in¹⁵³ ɟu³		phɑ⁴	dzɑ⁵	n̥ənʔ⁷							i¹
	Biat	cmo-000	ti					tho								
	Bidiyo	bid-000	pese				ʔécèm	ʔic	ʔec				dòlo		báːye	mar
	Bidjara	ekc-000	maɹ̣a		ŋulu										ŋala	
	Bidungu	wmt-002	ŋarbi													
	Bidyara	bym-000	mada													
	Bidyogo-1	bjg-001	íːtirɔ waːkóko	núgut	bɛ́ːle-bɛ́ːne				kɔn							
	Bidyogo-2	bjg-002	eːtútu waːkɔ́ko	náːta	bɛ́nɛ				kɔn							
	Bidyogo-Wilson	bjg-003	ŋa- pl.	n-antsa	u-bɛnɛ		-mɛbⁱ	-gɔnɔ	kɔn							ɲɔːkam
	Bierebo	bnk-000	Cumo													
	Bierebo Burupika	bnk-001	Cima													
	Bierebo Tavio	bnk-002	limE													
	Bieria	brj-000	ma													
	Biga	bhc-000	kanao													
	Bigambal	aus-071	mar													
	Bijago	bjg-000	koku					nonasexe								
	Bikaru	bic-000		loku												
	Bikele	biw-001	dʷɔ̂ɲtʃ	ŋkʷɛ́ndɛ́				dʒùzà mə́kánd	kʷês				ʃʷɔ́	ɲdʒɛ́p bùɾ	ə́	dì
	Biksi	yet-000	polam													
	Bilaan	bps-000	sigal												qisɨ	
	Bilakura	bql-000	t3zi	masin	maŋkuman			-musatar-	tukun-wal-						uya	
	Bilba	bpz-000							boʔo	uma					ta	
	Bile	bil-000	buN													
	Bileki Nakanai	nak-001	lima													
	Bilen	byn-002	kiršim	naːn-t gírib	gaš		dahas	inkʔaː-s	ʊnkʔ				fätáːy		ayfaːl	adag
	Biliau	bcu-000	dim												team	
	Bilibil	brz-000	niman												tehe	
	Bilua	blb-000	ŋase					pusato							pui	
	Bilua-Ndovele	blb-001	Nase					pusae							puli	
	Bilur	bxf-000	akuna												kir runa ta balbali tu ia tiri ano	
	Bima	bhp-000	rima		pahu								iwa		wati	
	Bimin	bhl-000	təin	kimin					konin						baiyo	
	Bimoba	bim-000	nuː													
	Binahari	bxz-000	gen-hada		ali				ero							
	Binahari-Mada'a	bxz-001		iguhu					oro							
	Binandere	bhg-000	ipa	umbugo	dombu		ǯiari	teyari	arebo						ae	
	Bine—Masingle-Tati	bon-002							kokrämu geye							
	Bine—Sebe-Irupi-Drageli	bon-001							kokrämu geye							
	Bine—Sogal-Boze-Gingarede-Kunini	bon-000	imme	totofia	opo			aiːdesa	koklämo gyene				binami		lia	
	Bininj Gun-Wok—Kune	gup-005	bid-no	neyno											kayakːi	
	Binongan Itneg	itb-000	ʼqima												bɨʼkɨn	
	Bintan Orang Laut	zlm-014	taŋan										kawan		tidɤʔ	
	Binukid	bkd-000	qaʼlima						buhaʔ						ʼkɨnaq	
	Binumarien	bjr-000	asauku	asaːtaː					kunduʔi						sia	
	Biori Phalura	phl-002	hath~													
	Birale	bxe-000	iya	kanta	bəlʕasa		berri	hoːb	ʔufai						baːʔ	
	Birao	brr-000	lima													
	Birgid	brk-000	es-si-gafai													
	Birgit	btf-000	Tugo													
	Birhor	biy-000	tiʔ	ukā	mōchā	saŋɡin	jōted		manda		haʈiŋ		gāti			
	Biri	bzr-000	mara													
	Birifor	nic-013	nũː													
	Biritai	bqq-000	aiyy													
	Birrdhawal	aus-072	breT													
	Birriya	aus-026	maɹ̣a													
	Bisa	bib-000	wɔ		yil			hir	daŋ wɔ							
	Biseni	ije-000	bira													
	Bisis	bnw-000	sogulapa	sonikaʔ											wiyi	
	Bisorio	bir-000	gi													
	Bissa	bib-001	wɔ		mér			fir	dɔ̃ wɔ							
	Bisu	bzi-000	lapo													
	Bit	bgk-000	ti													
	Bitur	mcc-000	eyaba	kʰakʰipa					abuːda						eːpa	
	Biwat	bwm-000													kʰay	
	Biyom	bpm-000			-utuati			akiɲi -tu-	daw ta-						kwɛa	
	Blablanga	blp-000	khame													
	Blafe-Tonda-Mani-Waratha	bfh-000	səpi	suti					kumugoro						keke	
	Blafe-Tonda-Marer	bfh-001	t̪ambiə	sɨt̪i												
	Blagar	beu-000	nataŋ										nɛsɛrɑ			
	Blagar—Apuri Pura	beu-001	nataN													
	Blagar—Bakalang	beu-002	nataN													
	Blagar—Limarahing	beu-003	nataN													
	Blagar—Retta Pura	beu-004	nataN													
	Blagar—Retta Ternate	beu-005	nataN													
	Blagar—Tereweng	twg-000	nataN													
	Bo	bpw-000	namoro	natʊku					kərəpəko						səme	
	Bo-Ung	mux-000	ki												mol	
	Boazi	kvg-000	zɛnda	nasìs	bugug			suŋguz	naqow-ɣaŋgi							
	Bobawa	mqs-000	kamama													
	Bobo	dmn-002	sɔro		zi			wa	waghɔ							
	Bobot	bty-000	hasan												eéyi	
	Bodobelghoria Santali	sat-003	ti	moka	mɛ̃t naha			ɨɾup					ɡati			
	Bodugukakan	man-001	bolo													
	Bodéwadmimwen	pot-000	n#nech	n#doskwen			dagnek	gzibyénat	zosdek	édat			n#ijkewes		jo wi	
	Boepinang Bajau	bdl-005	taNaN													
	Bofi	bff-000	kɔ		li			far	kɔlɔ							
	Boga	bvw-000			čùmànda		tɩ̀kàda	sàpaɗa	ɬuɮɔ̀xta				šigètɩna			
	Bogaʼer Luoba	adi-001	alok													
	Boghom	bux-000			yɩr		tine	pane	yəɬèr				pašamyìn			
	Bogor	sun-001	leungeun													
	Bohutu	bxh-000	nima													
	Boiken—Yengoru	bzf-000	rəkak	tambʌ kwaryʌ				yakwak	yarə kərə							
	Boikin—Kwusaun	bzf-001	yaky tabo	tambʌ kwary				yakwʌ	yar yʌ							
	Boikin—Pogo-Rawo	bzf-002	hampa	ɸareðig												
	Boko	bqc-000	ɔ		ale			su-ɔ	dno-ɔ							
	Bola	bnp-000	lima													
	Bolano	bzl-000	lima													
	Bole	bol-000	sara		gàʔìdɩnù		ɗànɗoʼì	bìɗawoʼi	simi				sobà			
	Boleke Bomitaba	zmx-001	za5aka													
	Bolia	bli-000	ikata													
	Bolinao	smk-000	gamet		kara			*trapo						kibsat		
	Bolon	bof-000	botigE													
	Bom	boj-000		turu	lanǯa			yal-	dogol-						sai	
	Bonde	bou-001	kono	kinko				ehaka	kooa							ekaa
	Bondeko Bomitaba	zmx-002	za5a													
	Bonek	ttf-000	gat													
	Bonerate	bna-000	lima												m͡bɛʔa	
	Bonggi	bdg-000	fī			oduh	yaam				sadu			waris	ĕndak	ien
	Bongo	bot-000	ji	kaliki	komo	dangara		akala	göhï	ꞌbëë			boo			aꞌdu
	Bongo	bpg-000	my~e													
	Bongu	bpu-000		gorr	moman gamba			yiliti-	doɣʌl gʌl-						ʌrɛn	
	Bonkiman	bop-000	kəndom												dɨma	
	Bontoc—Guinaang	lbk-002	lima	síko	lópa				ok-ok	farey	omagtan		kafongkhóyan		achi	inchakhas
	Boon	bnl-000	ganad													
	Bora	boa-000	oxc~3													
	Borana	gax-000	hark													
	Boroŋ	ksr-000	kanik					soŋgbaŋ-								
	Borunca	brn-000	yurev													
	Borôro	bor-000	kera							ti						
	Bosman	bqs-000	par	pot gɨn												
	Boso Kalongan Krama Inggil	jav-007	asto													
	Boso Kalongan Krama Madya	jav-006	tangan													
	Boso Kalongan Ngoko	jav-005	tangan													
	Bossela Bomitaba	zmx-003	za5a													
	Botala Bomitaba	zmx-004	ca5a													
	Botocudo	kqq-000	po7													
	Botolan Sambal	sbl-000	gaʼmɨt												ʼqalwa	
	Botteng	ulm-000	lima													
	Bouna Kulango	nku-000	nupaːnu					fɪyɔ								
	Boyawa	bau-000	k3b3													
	Bozo	boz-000	su													
	Bozo	dmn-003		soɣõmpɔrɔ				nyi	toxo							
	Brabants	vls-002	ant													
	Bragat	aof-000	laɪyɛ												bragət	
	Brahui	brh-000	duː													
	Bribri	bzd-000	ura													
	Brokskat	bkk-000	hot													
	Brokun	pcm-000	hand~													
	Brunei	kxd-000	tangan												inda	
	Bu	boe-000	tsen					wɔ								
	Bu	lmx-000	ḱəwá		œ́sə́				ékə̄lē				fə̀			
	Bua	bub-000	taobo										wo koːr		baba	
	Buang	bzh-000	n3ma													
	Buang	ptp-001	n3ma													
	Buasi	val-000	n3ma		rostre				tos	habitació			amic			
	Bubwaf	mpl-001	bENki													
	Bud	dru-001	aLima													
	Budinos	fiu-001	kjata		arsa	kespa	jeti	moshki					jurta	tema	a	kili
	Budong Budong	bdx-000	koNkoN													
	Buglere	sab-000	ko													
	Bugotu	bgt-000	lima [ña]												teo	
	Bugun	bgg-000	wat													
	Buhiʼnon Bikol	ubl-000	kamə̍t		lalawgə̍n			ʔoˈɡas	obó							
	Buin	buo-000	aku					uːbotsi							tou	
	Bukat	bvk-000	laŋər												ñaʔan	
	Bukawac	buk-000	amb~a													
	Bukiyip-Fortune	ape-000		amat-	domaiɲ								arapeɲ			
	Bukiyip-Laycock	ape-001	wis		domanyu											
	Buli	bzq-000	kakamo												pa	
	Buli	cdc-004			činàʔɩr		usù	fwawu	iɬɩ̀ŋ				ènə̀kwəs			
	Bulu	bum-000	kp~En													
	Bum	bmv-000	āwuɔ̂	tʃiŋikpweni	īkʌ̂k		kʊ̀m	sò	kēhî				āsʊ́n	sahinda	ŋɡaŋ	hi[faŋ
	Buma	boh-000	lenzal		bɔ́sɔ		obák	óswa	mukɔr		okab		mbal	munzál	áyɛ	oshiál
	Bumbita Arapesh	aon-000	lʌgel					nʌʔsirirʌuh	nʌdʌfurukʰʌ						ʊwʌ	
	Bumo	ijc-005	bara													
	Bunaba	bck-000	miŋala	ɟuwumbu	ŋonbale			ɟuɹ̣ug	goɹṇdork	barawona			maːŋɪ		ŋayi	
	Bunabun	buq-000	sa	kanzir	irigrɛm			yaŋg-	ksiɛkm-						uyɛk	
	Bunak	bfn-000	don													
	Bunama	bdd-000	nima	nimatuhutuhu	ʼoleya		ʼabitoho		tutuha				lawelaweina		geya	sehena
	Buna—Gavien-Ariapan-Kakara	bvn-000	sɨr	sɛrkɨro					urito kʷanaβɨ						kaka	
	Buna—Waskurin	bvn-001	sə	sejiri					kʷeyiar						kakara	
	Bundeli	bns-000	hath~a													
	Bundu Dusun	dtp-000	longon												amuʔ	
	Bungain	but-000	harr	kʷambɪn					kʷulnowo						bio	
	Bungandidj	xbg-000	mana													
	Bungu	wun-000	unkono	ichingufu	miso			kuchinda	kosomola	kumitu						shala
	Bunoge Dogon	dgb-000	kolaŋge		gɛndɛ		naru	gɔnduya					nnolo			dɛŋgo
	Bunu	bwx-000	pe₄													
	Buol	blf-000	limo													
	Bura	bwr-000			kɨ́mà		tsʊ́kwàr ni	kɨ́čɩ́mtá	ɓʊ́lɬà				pâži			
	Burarra	bvr-000	murna	jin-mipila	bugule		rima	wepa	gurkurija	rrawa			jawina	burr-bapala burr-gulorra	ngika	ninya
	Burji	bji-000	anga	čikʔileː	šuːli		karan-s-	dʔikʔ-adʔ-	kʔufay-				beːli		abo	hoːkʔ-
	Burmbar	vrt-000	vara-ŋk													
	Burmbar Lepaxsivir	vrt-001	bara													
	Burmbar Vartavo	vrt-002	bara													
	Buru	mhs-000	fahan	fiku-h											mo	
	Burun	bdi-000	enat̪													
	Burunge	bds-000	daba					ħunčid								
	Buruwai	asi-000	maheka	mane pure												
	Busa	bqp-000	ɔ		anwa			zu-ɔ	tɔkɔ ɔ							
	Busa	bhf-000	nõ	ɛtiβa					uniʔ						noko	
	Busang	bfg-000													jian	
	Bushi	buc-000	taNana													
	Bushong	buf-000	ikaS													
